state_rank,neet_rank,neet_roll_no,gender,category,PH,score
574,41727,4201380266,Male,OBC-(NCL) As Per Central List,No,633
575,41775,4201490074,Female,Gen-EWS,No,633
576,41835,4202010054,Male,Gen-EWS,No,633
577,41868,4219040352,Female,Gen-EWS,No,633
578,41908,4206050273,Male,OBC-(NCL) As Per Central List,No,633
579,42099,4203040230,Male,OBC-(NCL) As Per Central List,No,633
580,42337,4208010577,Female,OBC-(NCL) As Per Central List,No,633
581,42342,4201370164,Male,ST,No,633
582,42361,4206030014,Female,OBC-(NCL) As Per Central List,No,633
583,42383,4201250053,Female,OBC-(NCL) As Per Central List,No,632
584,42443,4201340433,Male,General,No,632
585,42480,4201040556,Male,General,No,632
586,42490,4208040116,Female,General,No,632
587,42558,4201090033,Female,General,No,632
588,42569,4219020478,Female,General,No,632
589,42735,4208020959,Male,OBC-(NCL) As Per Central List,No,632
590,42880,3923140662,Female,OBC-(NCL) As Per Central List,No,632
591,42913,4201010041,Female,General,No,632
592,42934,4201310401,Male,OBC-(NCL) As Per Central List,No,632
593,42950,4206010066,Male,OBC-(NCL) As Per Central List,No,632
594,42976,4219040359,Male,General,No,632
595,43104,4221040178,Male,General,No,632
596,43185,4202010577,Female,OBC-(NCL) As Per Central List,No,632
597,43324,4221010417,Male,OBC-(NCL) As Per Central List,No,631
598,43389,4206010470,Female,OBC-(NCL) As Per Central List,No,631
599,43405,4201010777,Female,General,No,631
600,43564,4213010138,Female,General,No,631
601,43626,4201120035,Female,General,No,631
602,43653,4219010591,Male,OBC-(NCL) As Per Central List,No,631
603,43694,4208040187,Male,ST,No,631
604,43724,4201080314,Male,General,No,631
605,43735,4219050174,Male,SC,No,631
606,43942,4201230254,Female,General,No,631
607,44032,4208010390,Female,General,No,631
608,44094,4201230292,Female,SC,No,631
609,44398,4219030372,Male,Gen-EWS,No,630
610,44409,4207040257,Female,OBC-(NCL) As Per Central List,No,630
611,44450,4219050208,Male,SC,No,630
612,44453,4219010300,Female,OBC-(NCL) As Per Central List,No,630
613,44484,4204020159,Female,Gen-EWS,No,630
614,44544,4208070338,Male,OBC-(NCL) As Per Central List,No,630
615,44579,4201410376,Male,Gen-EWS,No,630
616,44583,4202050630,Male,OBC-(NCL) As Per Central List,No,630
617,44612,4201010982,Female,General,No,630
618,44712,4204040063,Male,Gen-EWS,No,630
619,44715,4208090115,Male,ST,No,630
620,44759,4201020063,Female,General,No,630
621,44826,4201110074,Male,General,No,630
622,44840,4208090205,Male,General,No,630
623,44886,4201010491,Female,General,No,630
624,45057,4201080445,Male,OBC-(NCL) As Per Central List,No,630
625,45179,1205040648,Female,General,No,630
626,45188,4208010008,Male,General,No,630
627,45198,4201380420,Female,Gen-EWS,Yes,630
628,45271,4201020190,Male,General,No,630
629,45407,4208080386,Male,ST,No,630
630,45456,4201450181,Male,OBC-(NCL) As Per Central List,No,630
631,45599,4201440026,Male,General,No,630
632,45698,4201120575,Male,General,No,629
633,45951,4201240059,Male,General,No,629
634,46163,4201330245,Male,General,No,629
635,46450,4204020156,Female,Gen-EWS,No,628
636,46610,4201200415,Female,General,No,628
637,46695,4208030214,Female,OBC-(NCL) As Per Central List,No,628
638,46697,4201420288,Female,OBC-(NCL) As Per Central List,No,628
639,46737,4201200123,Male,General,No,628
640,46738,4205050533,Female,OBC-(NCL) As Per Central List,No,628
641,46743,4205010499,Male,OBC-(NCL) As Per Central List,No,628
642,47037,4201270761,Female,General,No,628
643,47055,4208030119,Female,OBC-(NCL) As Per Central List,No,628
644,47225,4219010513,Male,OBC-(NCL) As Per Central List,No,628
645,47319,4201150211,Male,OBC-(NCL) As Per Central List,No,627
646,47350,4223010271,Female,Gen-EWS,No,627
647,47440,4207020585,Female,General,No,627
648,47459,4208030080,Female,OBC-(NCL) As Per Central List,No,627
649,47472,4201010298,Male,General,No,627
650,47559,4208070224,Female,General,No,627
651,47671,4201350153,Female,General,No,627
652,47911,4201400254,Female,General,No,627
653,47996,4201130377,Male,OBC-(NCL) As Per Central List,No,627
654,48183,4201160038,Male,General,No,627
655,48317,4219010259,Female,Gen-EWS,No,626
656,48370,4206050062,Female,OBC-(NCL) As Per Central List,No,626
657,48375,4201490148,Female,General,No,626
658,48522,4220070061,Male,Gen-EWS,No,626
659,48533,4201100573,Male,OBC-(NCL) As Per Central List,No,626
660,48657,4201070719,Male,General,No,626
661,48730,1201050254,Male,General,No,626
662,48747,1202010317,Male,Gen-EWS,No,626
663,49317,4212020116,Male,OBC-(NCL) As Per Central List,No,625
664,49365,4222020104,Female,Gen-EWS,No,625
665,49415,4219010039,Male,OBC-(NCL) As Per Central List,No,625
666,49418,4219010091,Female,OBC-(NCL) As Per Central List,No,625
667,49461,4201140088,Female,OBC-(NCL) As Per Central List,No,625
668,49493,4219020198,Male,General,No,625
669,49862,4201270160,Female,General,No,625
670,49914,4201300367,Male,General,No,625
671,49927,4201110149,Male,SC,No,625
672,49955,4201160294,Male,General,No,625
673,49974,4205040567,Female,General,No,625
674,50082,4201150056,Male,General,No,625
675,50538,4208040083,Male,General,No,625
676,50687,4208060320,Female,Gen-EWS,No,624
677,50699,4224040316,Male,OBC-(NCL) As Per Central List,No,624
678,50743,4208060286,Female,OBC-(NCL) As Per Central List,No,624
679,50789,4201480174,Male,General,No,624
680,50819,4201070119,Male,OBC-(NCL) As Per Central List,No,624
681,50996,4205010415,Female,OBC-(NCL) As Per Central List,No,624
682,51290,4209020103,Male,General,No,624
683,51355,4201120019,Male,OBC-(NCL) As Per Central List,No,624
684,51514,4201330503,Male,OBC-(NCL) As Per Central List,No,623
685,51544,4201060542,Female,OBC-(NCL) As Per Central List,No,623
686,51643,4201230333,Female,General,No,623
687,51697,4208070257,Female,OBC-(NCL) As Per Central List,No,623
688,51773,4201270601,Female,General,No,623
689,51820,2705040664,Male,Gen-EWS,No,623
690,51937,4208070131,Male,OBC-(NCL) As Per Central List,No,623
691,51979,3905140039,Male,General,No,623
692,52341,1205020326,Female,OBC-(NCL) As Per Central List,No,622
693,52343,4205030013,Female,General,No,622
694,52352,4205050089,Male,OBC-(NCL) As Per Central List,No,622
695,52353,4221030090,Female,OBC-(NCL) As Per Central List,No,622
696,52390,4204010785,Female,Gen-EWS,No,622
697,52445,4201450189,Female,OBC-(NCL) As Per Central List,No,622
698,52507,4201400336,Female,General,No,622
699,52625,4201160380,Male,General,No,622
700,52734,4201070301,Female,General,No,622
701,52738,4208020002,Female,General,No,622
702,52761,4204010329,Male,OBC-(NCL) As Per Central List,No,622
703,52845,4208080048,Female,General,No,622
704,52888,4203020606,Female,General,No,622
705,53062,4201080594,Female,General,No,622
706,53269,4201280247,Male,General,No,622
707,53384,4207090182,Female,OBC-(NCL) As Per Central List,No,621
708,53422,4208050231,Male,OBC-(NCL) As Per Central List,No,621
709,53425,4212030037,Male,OBC-(NCL) As Per Central List,No,621
710,53434,4211010236,Male,OBC-(NCL) As Per Central List,No,621
711,53524,4201030815,Male,General,No,621
712,53538,4201390154,Male,OBC-(NCL) As Per Central List,No,621
713,53558,4201040812,Female,Gen-EWS,No,621
714,53675,4201140225,Female,General,No,621
715,53842,4213010149,Male,OBC-(NCL) As Per Central List,No,621
716,53893,4206050071,Male,ST,No,621
717,53912,4219010400,Male,Gen-EWS,No,621
718,54186,4201070032,Female,General,No,621
719,54315,4201210411,Female,General,No,621
720,54452,4201320222,Female,OBC-(NCL) As Per Central List,No,621
721,54499,4208080262,Male,General,No,620
722,54507,4201420390,Female,OBC-(NCL) As Per Central List,No,620
723,54533,4201150320,Male,OBC-(NCL) As Per Central List,No,620
724,54561,4201130308,Male,General,No,620
725,54602,4202020647,Female,OBC-(NCL) As Per Central List,No,620
726,54622,4201290515,Female,General,No,620
727,54626,4201200179,Female,Gen-EWS,No,620
728,54648,4201230258,Female,General,No,620
729,54666,4201190346,Male,General,No,620
730,54685,4219060109,Male,General,No,620
731,54709,4205030470,Female,General,No,620
732,54723,4201040134,Male,SC,No,620
733,54889,4219060029,Male,General,No,620
734,54916,4201440352,Female,SC,No,620
735,55020,4201420129,Female,General,No,620
736,55052,4201300510,Female,OBC-(NCL) As Per Central List,No,620
737,55145,4201300512,Male,General,No,620
738,55194,4224040016,Female,OBC-(NCL) As Per Central List,No,620
739,55199,4217020027,Male,OBC-(NCL) As Per Central List,No,620
740,55354,4201150001,Female,General,No,620
741,55464,2618010039,Male,General,No,620
742,55701,4204010027,Male,General,No,620
743,55752,4201040102,Male,OBC-(NCL) As Per Central List,No,620
744,55813,4201190348,Male,General,No,620
745,55858,4201370134,Female,SC,No,619
746,55880,4201280457,Female,SC,No,619
747,55885,4207100036,Female,OBC-(NCL) As Per Central List,No,619
748,56135,4202050332,Female,OBC-(NCL) As Per Central List,No,619
749,56148,3804030149,Female,General,No,619
750,56155,4213010321,Female,OBC-(NCL) As Per Central List,No,619
751,56225,4204030303,Female,General,No,619
752,56259,4215010267,Female,OBC-(NCL) As Per Central List,No,619
753,56261,4213010263,Female,Gen-EWS,No,619
754,56412,4201050862,Male,General,No,619
755,56519,4205030522,Female,OBC-(NCL) As Per Central List,No,619
756,56547,4201040446,Female,General,No,619
757,56704,4219030445,Female,Gen-EWS,No,618
758,56743,1502510059,Male,OBC-(NCL) As Per Central List,No,618
759,56832,4201440400,Female,OBC-(NCL) As Per Central List,No,618
760,56934,4215010077,Female,OBC-(NCL) As Per Central List,No,618
761,56982,4209020350,Female,OBC-(NCL) As Per Central List,No,618
762,57039,4201270316,Female,General,No,618
763,57050,4208010185,Female,Gen-EWS,No,618
764,57068,4205020573,Female,OBC-(NCL) As Per Central List,No,618
765,57084,3910090149,Male,Gen-EWS,No,618
766,57135,4208100131,Female,General,No,618
767,57267,4201050068,Male,General,No,618
768,57301,4201270666,Male,OBC-(NCL) As Per Central List,No,618
769,57317,4201010202,Female,General,No,618
770,57353,4201350444,Male,OBC-(NCL) As Per Central List,No,618
771,57403,4219060061,Male,OBC-(NCL) As Per Central List,No,618
772,57427,4208070225,Male,General,No,618
773,57538,4201230228,Male,General,No,618
774,57563,4219030037,Female,General,No,618
775,57751,4201290269,Male,OBC-(NCL) As Per Central List,No,617
776,57772,4208060186,Male,SC,No,617
777,57823,4209010635,Male,ST,No,617
778,57876,4201480228,Female,General,No,617
779,57939,4204010554,Female,General,No,617
780,58023,4201270875,Male,SC,No,617
781,58254,4201140518,Female,General,No,617
782,58378,4201340317,Female,Gen-EWS,No,617
783,58411,4206040350,Male,SC,No,617
784,58575,3613010257,Female,Gen-EWS,No,617
785,58919,4208010645,Male,General,No,616
786,59056,4208030412,Female,OBC-(NCL) As Per Central List,No,616
787,59058,4219010435,Female,OBC-(NCL) As Per Central List,No,616
788,59065,4204010086,Female,OBC-(NCL) As Per Central List,No,616
789,59075,4301030333,Male,SC,No,616
790,59081,4201290524,Male,General,No,616
791,59102,4201020543,Female,General,No,616
792,59104,4201140504,Female,General,No,616
793,59125,4201020441,Female,General,No,616
794,59144,4217040024,Male,OBC-(NCL) As Per Central List,No,616
795,59421,4201150106,Male,General,No,616
796,59456,4201180130,Male,General,No,616
797,59507,4201400287,Male,General,No,616
798,59562,4201290234,Female,General,No,616
799,59778,4201210222,Male,General,No,616
800,59944,4201260049,Female,OBC-(NCL) As Per Central List,No,615
801,59970,4201120422,Male,OBC-(NCL) As Per Central List,No,615
802,59977,4204010599,Male,OBC-(NCL) As Per Central List,No,615
803,60034,4201350064,Female,Gen-EWS,No,615
804,60035,4221040041,Female,General,No,615
805,60057,4201040409,Female,General,No,615
806,60143,4201460085,Male,OBC-(NCL) As Per Central List,No,615
807,60152,4201040042,Male,OBC-(NCL) As Per Central List,No,615
808,60161,4201030069,Male,General,No,615
809,60172,4219080228,Female,OBC-(NCL) As Per Central List,No,615
810,60220,4208100109,Male,General,No,615
811,60250,1212020103,Male,SC,No,615
812,60517,4201430453,Male,General,No,615
813,60595,4204020180,Female,Gen-EWS,No,615
814,60639,4208010803,Male,OBC-(NCL) As Per Central List,No,615
815,60663,4201370116,Female,OBC-(NCL) As Per Central List,No,615
816,60822,4201020194,Female,OBC-(NCL) As Per Central List,No,615
817,60894,4201050611,Male,OBC-(NCL) As Per Central List,No,615
818,60939,4201220173,Male,OBC-(NCL) As Per Central List,No,615
819,60960,4201110141,Male,Gen-EWS,No,615
820,61283,4204010751,Male,OBC-(NCL) As Per Central List,No,614
821,61324,4201060379,Female,General,No,614
822,61352,4201030551,Female,General,No,614
823,61364,4201420257,Male,Gen-EWS,No,614
824,61382,4201350476,Female,OBC-(NCL) As Per Central List,No,614
825,61507,4208060181,Female,SC,No,614
826,61597,4205010899,Female,General,No,614
827,61601,4201060873,Female,General,No,614
828,61611,4219080141,Female,General,No,614
829,61639,4201320011,Female,General,No,614
830,61695,4201120110,Female,General,No,614
831,61732,4201230263,Male,OBC-(NCL) As Per Central List,No,614
832,61760,4207010652,Female,OBC-(NCL) As Per Central List,No,614
833,61798,4201060502,Female,OBC-(NCL) As Per Central List,No,614
834,61836,4219070279,Female,OBC-(NCL) As Per Central List,No,614
835,61922,4201090028,Female,Gen-EWS,No,614
836,61986,4221070060,Female,OBC-(NCL) As Per Central List,No,614
837,62141,4201031147,Male,General,No,614
838,62234,4201110382,Male,General,No,613
839,62252,4222020250,Female,OBC-(NCL) As Per Central List,No,613
840,62285,4208010161,Female,OBC-(NCL) As Per Central List,No,613
841,62324,4208010555,Male,General,No,613
842,62382,4201220167,Female,General,No,613
843,62395,4219060248,Male,OBC-(NCL) As Per Central List,No,613
844,62418,4201020586,Female,General,No,613
845,62452,4201410107,Female,General,No,613
846,62482,4219060205,Female,General,No,613
847,62515,4219020139,Female,General,No,613
848,62645,4219100088,Male,OBC-(NCL) As Per Central List,No,613
849,62881,4201420107,Male,OBC-(NCL) As Per Central List,No,613
850,62897,4201410317,Female,General,No,613
851,62996,4210010275,Male,OBC-(NCL) As Per Central List,No,613
852,63272,4219060306,Male,SC,No,612
853,63276,4201360451,Female,General,No,612
854,63312,2807110049,Male,General,No,612
855,63372,4204040201,Female,General,No,612
856,63380,4219070028,Male,OBC-(NCL) As Per Central List,No,612
857,63468,4212020061,Female,OBC-(NCL) As Per Central List,No,612
858,63489,4208020963,Female,Gen-EWS,No,612
859,63521,4201160249,Female,General,No,612
860,63530,4201420256,Female,General,No,612
861,63659,4201060360,Male,SC,No,612
862,63662,4201310531,Female,General,No,612
863,63681,4201110395,Male,General,No,612
864,63692,4206040001,Female,Gen-EWS,No,612
865,63703,4201070204,Female,OBC-(NCL) As Per Central List,No,612
866,63742,4203040351,Female,SC,No,612
867,63787,4201040714,Female,General,No,612
868,63829,4201480199,Female,General,No,612
869,63947,4204030147,Male,SC,No,612
870,64037,4202020038,Female,OBC-(NCL) As Per Central List,No,612
871,64356,4201290563,Female,Gen-EWS,No,611
872,64397,4219020189,Male,OBC-(NCL) As Per Central List,No,611
873,64421,4217010269,Female,OBC-(NCL) As Per Central List,No,611
874,64485,4208010599,Female,OBC-(NCL) As Per Central List,No,611
875,64517,4208040147,Male,General,No,611
876,64544,4208060431,Male,OBC-(NCL) As Per Central List,No,611
877,64565,4201300624,Female,General,No,611
878,64647,4201420085,Male,General,No,611
879,64695,4201330318,Female,General,No,611
880,64757,4204020020,Female,General,No,611
881,64880,4201120085,Female,SC,No,611
882,64933,4204010752,Female,SC,No,611
883,65089,4224040044,Male,OBC-(NCL) As Per Central List,No,611
884,65431,4201030839,Female,OBC-(NCL) As Per Central List,No,610
885,65459,4208030600,Male,OBC-(NCL) As Per Central List,No,610
886,65481,4212020163,Female,Gen-EWS,No,610
887,65662,3905090521,Male,Gen-EWS,No,610
888,65697,4201020818,Female,OBC-(NCL) As Per Central List,No,610
889,65875,4201020025,Female,SC,No,610
890,66072,4201460094,Female,General,No,610
891,66117,4201150129,Male,OBC-(NCL) As Per Central List,No,610
892,66124,4201450202,Female,General,No,610
893,66164,4217010145,Male,ST,No,610
894,66264,4201470109,Female,SC,No,610
895,66272,4208090159,Male,Gen-EWS,No,610
896,66298,4207020134,Male,General,No,610
897,66325,4201280313,Male,OBC-(NCL) As Per Central List,No,610
898,66374,4215020257,Male,General,No,610
899,66423,4201200035,Male,OBC-(NCL) As Per Central List,No,610
900,66518,4201500141,Male,General,No,610
901,66520,4201150458,Male,General,No,610
902,66667,4204040192,Male,General,No,610
903,66843,4219070082,Female,General,No,609
904,66853,4201010471,Female,SC,No,609
905,66914,4219050033,Female,General,No,609
906,66923,4204010205,Male,General,No,609
907,66927,4209020452,Female,General,No,609
908,66963,4201200207,Female,General,No,609
909,66998,1224050204,Male,General,No,609
910,67009,4201380110,Male,OBC-(NCL) As Per Central List,No,609
911,67023,4201270992,Male,General,No,609
912,67027,4219040413,Female,Gen-EWS,No,609
913,67029,4219050048,Female,OBC-(NCL) As Per Central List,No,609
914,67036,4201290139,Male,OBC-(NCL) As Per Central List,No,609
915,67053,4201110509,Male,OBC-(NCL) As Per Central List,No,609
916,67185,4208040035,Female,SC,No,609
917,67408,4201290396,Male,Gen-EWS,No,609
918,67453,4201020905,Male,General,No,609
919,67752,4201030585,Male,ST,No,608
920,67837,4208070018,Female,OBC-(NCL) As Per Central List,No,608
